Component_ID,Lot_ID,Wafer_ID,Iddq_0h,Iddq_24h,Ileak_0h,Ileak_24h,PropDelay_0h,PropDelay_24h
CMP-1000-0489,ISRO-TEST-UPLOAD-1000,25,41.867,43.804,9.127,9.927,1.704,1.754
CMP-1000-0490,ISRO-TEST-UPLOAD-1000,14,11.905,12.118,2.801,2.909,1.0388,1.0418
CMP-1000-0491,ISRO-TEST-UPLOAD-1000,5,11.103,11.301,2.693,2.749,1.2198,1.2216
CMP-1000-0492,ISRO-TEST-UPLOAD-1000,15,10.788,10.82,2.229,2.264,1.1746,1.1845
CMP-1000-0493,ISRO-TEST-UPLOAD-1000,17,9.657,10.242,1.956,1.989,1.0686,1.0726
CMP-1000-0494,ISRO-TEST-UPLOAD-1000,14,11.853,12.25,2.688,2.709,1.2092,1.2154
CMP-1000-0495,ISRO-TEST-UPLOAD-1000,20,9.088,9.423,2.592,2.651,1.14,1.1497
CMP-1000-0496,ISRO-TEST-UPLOAD-1000,5,10.642,10.882,2.385,2.388,1.192,1.1873
CMP-1000-0497,ISRO-TEST-UPLOAD-1000,12,10.334,10.612,2.673,2.675,1.184,1.1861
CMP-1000-0498,ISRO-TEST-UPLOAD-1000,16,12.231,12.273,2.717,2.768,1.3645,1.3755
CMP-1000-0499,ISRO-TEST-UPLOAD-1000,16,11.704,11.878,2.9,2.955,1.2313,1.2349
CMP-1000-0500,ISRO-TEST-UPLOAD-1000,21,8.093,8.41,2.32,2.314,1.2435,1.2466
CMP-1000-0501,ISRO-TEST-UPLOAD-1000,7,10.921,16.583,1.961,2.361,1.1978,1.2778
CMP-1000-0502,ISRO-TEST-UPLOAD-1000,4,10.134,10.619,2.678,2.699,1.3054,1.3062
CMP-1000-0503,ISRO-TEST-UPLOAD-1000,1,10.259,10.454,2.065,2.103,1.1925,1.1882
CMP-1000-0504,ISRO-TEST-UPLOAD-1000,5,10.476,10.851,2.097,2.074,1.1482,1.1523
CMP-1000-0505,ISRO-TEST-UPLOAD-1000,23,41.265,43.046,6.398,7.198,1.6943,1.7443
CMP-1000-0506,ISRO-TEST-UPLOAD-1000,10,10.758,11.064,2.39,2.417,1.1633,1.1709
CMP-1000-0507,ISRO-TEST-UPLOAD-1000,22,9.627,9.77,2.433,2.458,1.2205,1.2255
CMP-1000-0508,ISRO-TEST-UPLOAD-1000,5,77.256,85.547,22.045,25.045,2.9075,3.1075
CMP-1000-0509,ISRO-TEST-UPLOAD-1000,4,9.62,9.796,2.838,2.901,1.2619,1.2694
CMP-1000-0510,ISRO-TEST-UPLOAD-1000,2,9.463,9.799,3.241,3.264,1.1123,1.1111
CMP-1000-0511,ISRO-TEST-UPLOAD-1000,20,10.275,10.402,2.813,2.899,1.1986,1.2075
CMP-1000-0512,ISRO-TEST-UPLOAD-1000,10,11.019,11.253,2.695,2.739,1.0881,1.0934
CMP-1000-0513,ISRO-TEST-UPLOAD-1000,19,11.053,11.379,2.921,2.923,1.1339,1.1283
CMP-1000-0514,ISRO-TEST-UPLOAD-1000,1,10.334,10.399,2.21,2.27,1.0695,1.0648
CMP-1000-0515,ISRO-TEST-UPLOAD-1000,24,11.86,12.201,2.536,2.528,1.1206,1.1218
CMP-1000-0516,ISRO-TEST-UPLOAD-1000,5,11.137,11.518,2.349,2.376,1.2102,1.2129
CMP-1000-0517,ISRO-TEST-UPLOAD-1000,13,9.79,9.913,2.177,2.194,1.2092,1.2119
CMP-1000-0518,ISRO-TEST-UPLOAD-1000,4,9.859,10.063,2.874,2.969,1.2522,1.2525
CMP-1000-0519,ISRO-TEST-UPLOAD-1000,16,9.05,8.982,2.24,2.279,1.2406,1.2434
CMP-1000-0520,ISRO-TEST-UPLOAD-1000,24,9.313,9.537,2.318,2.411,1.1836,1.1894
CMP-1000-0521,ISRO-TEST-UPLOAD-1000,16,11.883,12.258,2.351,2.434,1.2728,1.2798
CMP-1000-0522,ISRO-TEST-UPLOAD-1000,23,11.456,11.83,2.541,2.564,0.9738,0.9867
CMP-1000-0523,ISRO-TEST-UPLOAD-1000,2,12.451,17.531,2.303,2.703,1.2105,1.2905
CMP-1000-0524,ISRO-TEST-UPLOAD-1000,17,10.003,10.167,2.097,2.089,1.2683,1.2674
CMP-1000-0525,ISRO-TEST-UPLOAD-1000,20,10.379,10.572,2.99,3.037,1.2798,1.2747
CMP-1000-0526,ISRO-TEST-UPLOAD-1000,24,12.591,12.634,2.631,2.666,1.1847,1.1924
CMP-1000-0527,ISRO-TEST-UPLOAD-1000,12,10.342,10.599,2.489,2.495,1.298,1.2909
CMP-1000-0528,ISRO-TEST-UPLOAD-1000,18,10.757,10.99,1.6,1.606,1.2573,1.259
CMP-1000-0529,ISRO-TEST-UPLOAD-1000,3,10.921,11.239,1.829,1.838,1.1876,1.1914
CMP-1000-0530,ISRO-TEST-UPLOAD-1000,1,9.483,9.751,2.458,2.43,1.2619,1.2577
CMP-1000-0531,ISRO-TEST-UPLOAD-1000,1,10.528,10.89,2.879,2.886,1.2344,1.2375
CMP-1000-0532,ISRO-TEST-UPLOAD-1000,19,10.967,11.382,3.071,3.059,1.1836,1.1804
CMP-1000-0533,ISRO-TEST-UPLOAD-1000,11,9.867,10.32,1.944,2.034,1.309,1.3235
CMP-1000-0534,ISRO-TEST-UPLOAD-1000,5,9.949,10.047,2.391,2.415,1.2151,1.213
CMP-1000-0535,ISRO-TEST-UPLOAD-1000,12,12.442,17.99,2.429,2.829,1.126,1.206
CMP-1000-0536,ISRO-TEST-UPLOAD-1000,3,11.12,11.334,2.5,2.526,1.2897,1.2897
CMP-1000-0537,ISRO-TEST-UPLOAD-1000,1,10.642,10.874,2.517,2.492,1.1115,1.1044
CMP-1000-0538,ISRO-TEST-UPLOAD-1000,1,11.015,11.542,2.425,2.442,1.2949,1.3027
CMP-1000-0539,ISRO-TEST-UPLOAD-1000,8,11.85,12.232,2.847,2.861,1.3106,1.3108
CMP-1000-0540,ISRO-TEST-UPLOAD-1000,10,9.838,10.237,2.765,2.747,1.3015,1.3058
CMP-1000-0541,ISRO-TEST-UPLOAD-1000,11,13.82,14.145,2.229,2.303,1.1835,1.1825
CMP-1000-0542,ISRO-TEST-UPLOAD-1000,12,11.341,18.821,2.248,2.648,1.1682,1.2482
CMP-1000-0543,ISRO-TEST-UPLOAD-1000,13,8.709,8.949,2.179,2.198,1.1313,1.1327
CMP-1000-0544,ISRO-TEST-UPLOAD-1000,12,9.158,9.408,2.706,2.702,1.2336,1.2371
CMP-1000-0545,ISRO-TEST-UPLOAD-1000,14,10.353,10.69,2.864,2.876,1.1726,1.1776
CMP-1000-0546,ISRO-TEST-UPLOAD-1000,2,9.865,10.263,2.405,2.474,1.1117,1.1163
CMP-1000-0547,ISRO-TEST-UPLOAD-1000,19,10.136,10.489,1.693,1.765,1.1903,1.1876
CMP-1000-0548,ISRO-TEST-UPLOAD-1000,18,11.195,11.508,2.689,2.712,1.2613,1.2503
CMP-1000-0549,ISRO-TEST-UPLOAD-1000,3,10.766,10.954,2.841,2.854,1.3485,1.3486
CMP-1000-0550,ISRO-TEST-UPLOAD-1000,23,11.188,11.547,3.171,3.226,1.2286,1.2294
CMP-1000-0551,ISRO-TEST-UPLOAD-1000,17,54.631,63.328,24.121,27.121,2.7887,2.9887
CMP-1000-0552,ISRO-TEST-UPLOAD-1000,8,10.332,10.588,2.759,2.736,1.2596,1.2642
CMP-1000-0553,ISRO-TEST-UPLOAD-1000,10,11.974,12.201,2.267,2.321,1.1042,1.1024
CMP-1000-0554,ISRO-TEST-UPLOAD-1000,2,10.334,10.869,2.199,2.293,1.1433,1.1435
CMP-1000-0555,ISRO-TEST-UPLOAD-1000,19,13.513,19.656,2.49,2.89,1.1807,1.2607
CMP-1000-0556,ISRO-TEST-UPLOAD-1000,9,9.63,9.999,2.67,2.688,1.2147,1.2211
CMP-1000-0557,ISRO-TEST-UPLOAD-1000,7,10.452,10.468,2.396,2.425,1.3181,1.3113
CMP-1000-0558,ISRO-TEST-UPLOAD-1000,4,10.692,11.054,2.501,2.55,1.2494,1.2509
CMP-1000-0559,ISRO-TEST-UPLOAD-1000,21,10.722,11.033,2.24,2.306,1.2044,1.2014
CMP-1000-0560,ISRO-TEST-UPLOAD-1000,18,10.983,11.282,2.756,2.804,1.1518,1.1545
CMP-1000-0561,ISRO-TEST-UPLOAD-1000,13,13.13,13.514,2.618,2.643,1.0745,1.0767
CMP-1000-0562,ISRO-TEST-UPLOAD-1000,11,9.368,9.713,2.102,2.104,1.2333,1.2383
CMP-1000-0563,ISRO-TEST-UPLOAD-1000,24,11.102,11.175,2.057,2.038,1.2428,1.2429
CMP-1000-0564,ISRO-TEST-UPLOAD-1000,4,11.345,16.494,2.556,2.956,1.1303,1.2103
CMP-1000-0565,ISRO-TEST-UPLOAD-1000,25,13.818,14.047,2.424,2.439,1.2415,1.2437
CMP-1000-0566,ISRO-TEST-UPLOAD-1000,21,10.15,10.249,1.477,1.507,1.446,1.4497
CMP-1000-0567,ISRO-TEST-UPLOAD-1000,25,11.3,11.411,2.464,2.493,1.1023,1.1026
CMP-1000-0568,ISRO-TEST-UPLOAD-1000,4,7.427,7.543,2.116,2.122,1.0283,1.0282
CMP-1000-0569,ISRO-TEST-UPLOAD-1000,10,9.857,10.181,2.576,2.631,1.3328,1.3322
CMP-1000-0570,ISRO-TEST-UPLOAD-1000,5,11.202,11.615,2.9,2.896,1.1865,1.1931
CMP-1000-0571,ISRO-TEST-UPLOAD-1000,9,9.94,10.317,3.175,3.261,1.2804,1.2816
CMP-1000-0572,ISRO-TEST-UPLOAD-1000,24,10.889,11.045,2.486,2.487,1.09,1.0927
CMP-1000-0573,ISRO-TEST-UPLOAD-1000,3,8.872,8.976,2.719,2.748,1.1445,1.152
CMP-1000-0574,ISRO-TEST-UPLOAD-1000,17,10.205,10.477,2.499,2.532,1.1541,1.1615
CMP-1000-0575,ISRO-TEST-UPLOAD-1000,3,44.62,46.793,7.15,7.95,1.3663,1.4163
CMP-1000-0576,ISRO-TEST-UPLOAD-1000,16,11.881,11.999,2.738,2.827,1.2495,1.2487
CMP-1000-0577,ISRO-TEST-UPLOAD-1000,4,44.297,45.931,6.596,7.396,1.571,1.621
CMP-1000-0578,ISRO-TEST-UPLOAD-1000,18,12.442,17.821,1.952,2.352,1.2654,1.3454
CMP-1000-0579,ISRO-TEST-UPLOAD-1000,17,12.504,12.868,2.316,2.33,1.1963,1.2056
CMP-1000-0580,ISRO-TEST-UPLOAD-1000,7,11.675,11.866,2.705,2.678,1.2385,1.2371
CMP-1000-0581,ISRO-TEST-UPLOAD-1000,24,11.478,11.668,2.195,2.171,1.1595,1.1569
CMP-1000-0582,ISRO-TEST-UPLOAD-1000,23,12.674,12.989,2.496,2.586,1.2519,1.2614
CMP-1000-0583,ISRO-TEST-UPLOAD-1000,5,10.551,11.003,2.885,2.926,1.2149,1.2145
CMP-1000-0584,ISRO-TEST-UPLOAD-1000,12,10.425,10.678,1.968,1.99,1.1368,1.1365
CMP-1000-0585,ISRO-TEST-UPLOAD-1000,17,37.617,39.015,8.395,9.195,1.4034,1.4534
CMP-1000-0586,ISRO-TEST-UPLOAD-1000,23,12.458,12.664,2.031,2.051,1.258,1.2533
CMP-1000-0587,ISRO-TEST-UPLOAD-1000,13,10.868,11.081,3.103,3.134,1.1165,1.1137
CMP-1000-0588,ISRO-TEST-UPLOAD-1000,23,10.974,11.305,2.242,2.315,1.2185,1.2283
CMP-1000-0589,ISRO-TEST-UPLOAD-1000,25,10.307,10.369,2.308,2.37,1.252,1.2531
CMP-1000-0590,ISRO-TEST-UPLOAD-1000,3,10.617,10.875,2.8,2.848,1.2567,1.2587
CMP-1000-0591,ISRO-TEST-UPLOAD-1000,9,11.65,11.89,2.708,2.717,1.2324,1.2399
CMP-1000-0592,ISRO-TEST-UPLOAD-1000,17,9.848,9.965,2.841,2.809,1.0972,1.0957
CMP-1000-0593,ISRO-TEST-UPLOAD-1000,17,9.912,10.113,2.515,2.553,1.1724,1.1684
CMP-1000-0594,ISRO-TEST-UPLOAD-1000,20,8.735,9.12,2.325,2.381,1.1478,1.148
CMP-1000-0595,ISRO-TEST-UPLOAD-1000,16,11.02,17.984,2.626,3.026,1.1755,1.2555
CMP-1000-0596,ISRO-TEST-UPLOAD-1000,25,11.246,11.535,2.191,2.189,1.1569,1.1637
CMP-1000-0597,ISRO-TEST-UPLOAD-1000,22,11.635,11.811,2.546,2.579,1.2556,1.2567
CMP-1000-0598,ISRO-TEST-UPLOAD-1000,13,9.555,9.673,2.495,2.494,1.1452,1.1474
CMP-1000-0599,ISRO-TEST-UPLOAD-1000,19,11.504,11.499,2.353,2.445,0.9884,0.9817
CMP-1000-0600,ISRO-TEST-UPLOAD-1000,17,10.506,10.493,3.261,3.31,1.1934,1.204
CMP-1000-0601,ISRO-TEST-UPLOAD-1000,4,9.161,9.211,2.438,2.477,1.1908,1.201
CMP-1000-0602,ISRO-TEST-UPLOAD-1000,12,10.699,10.877,2.44,2.461,1.2032,1.2038
CMP-1000-0603,ISRO-TEST-UPLOAD-1000,9,36.986,38.975,7.529,8.329,1.4659,1.5159
CMP-1000-0604,ISRO-TEST-UPLOAD-1000,19,10.673,10.914,2.617,2.63,1.2355,1.2382
CMP-1000-0605,ISRO-TEST-UPLOAD-1000,12,10.644,10.764,2.608,2.687,1.2057,1.2013
CMP-1000-0606,ISRO-TEST-UPLOAD-1000,9,10.701,10.751,2.316,2.321,1.205,1.1973
CMP-1000-0607,ISRO-TEST-UPLOAD-1000,7,11.22,11.336,2.11,2.175,1.325,1.3204
CMP-1000-0608,ISRO-TEST-UPLOAD-1000,14,8.507,8.66,2.44,2.475,1.3122,1.3083
CMP-1000-0609,ISRO-TEST-UPLOAD-1000,20,11.649,12.0,2.187,2.271,1.2792,1.2713
CMP-1000-0610,ISRO-TEST-UPLOAD-1000,19,9.52,9.849,2.27,2.296,1.1182,1.1305
CMP-1000-0611,ISRO-TEST-UPLOAD-1000,15,10.813,11.245,2.662,2.699,1.0412,1.0431
CMP-1000-0612,ISRO-TEST-UPLOAD-1000,16,10.735,10.836,3.055,3.026,1.0585,1.0594
CMP-1000-0613,ISRO-TEST-UPLOAD-1000,21,10.5,10.702,2.656,2.716,1.2459,1.2447
CMP-1000-0614,ISRO-TEST-UPLOAD-1000,5,10.114,10.407,2.258,2.255,1.0304,1.0362
CMP-1000-0615,ISRO-TEST-UPLOAD-1000,3,10.077,10.343,2.867,2.944,1.0486,1.0498
CMP-1000-0616,ISRO-TEST-UPLOAD-1000,12,10.309,10.578,2.117,2.135,1.151,1.151
CMP-1000-0617,ISRO-TEST-UPLOAD-1000,25,10.418,10.942,2.249,2.281,1.0678,1.0691
CMP-1000-0618,ISRO-TEST-UPLOAD-1000,20,9.591,9.737,2.259,2.308,1.0929,1.0912
CMP-1000-0619,ISRO-TEST-UPLOAD-1000,21,10.281,10.261,2.629,2.688,1.0878,1.0919
CMP-1000-0620,ISRO-TEST-UPLOAD-1000,4,8.473,8.786,2.636,2.674,1.1261,1.1322
CMP-1000-0621,ISRO-TEST-UPLOAD-1000,21,9.363,9.701,2.51,2.536,1.1098,1.1107
CMP-1000-0622,ISRO-TEST-UPLOAD-1000,23,10.552,10.814,2.563,2.573,1.1903,1.1895
CMP-1000-0623,ISRO-TEST-UPLOAD-1000,16,10.447,10.642,2.655,2.711,1.047,1.049
CMP-1000-0624,ISRO-TEST-UPLOAD-1000,25,8.858,8.866,2.075,2.073,1.1439,1.1428
CMP-1000-0625,ISRO-TEST-UPLOAD-1000,7,10.687,11.045,2.472,2.481,1.195,1.1818
CMP-1000-0626,ISRO-TEST-UPLOAD-1000,13,12.361,12.607,2.448,2.438,1.2193,1.2209
CMP-1000-0627,ISRO-TEST-UPLOAD-1000,21,11.32,11.418,2.477,2.474,1.1323,1.1399
CMP-1000-0628,ISRO-TEST-UPLOAD-1000,10,40.31,42.61,9.982,10.782,1.562,1.612
CMP-1000-0629,ISRO-TEST-UPLOAD-1000,7,11.376,11.435,2.213,2.255,1.0302,1.0327
CMP-1000-0630,ISRO-TEST-UPLOAD-1000,14,10.474,10.614,2.373,2.42,1.2313,1.2327
CMP-1000-0631,ISRO-TEST-UPLOAD-1000,5,8.236,8.44,2.138,2.212,1.3461,1.3436
CMP-1000-0632,ISRO-TEST-UPLOAD-1000,3,9.484,9.579,2.801,2.837,1.3558,1.3549
CMP-1000-0633,ISRO-TEST-UPLOAD-1000,23,10.492,10.715,2.587,2.628,1.0952,1.0886
CMP-1000-0634,ISRO-TEST-UPLOAD-1000,11,11.468,11.564,2.716,2.747,1.1903,1.1854
CMP-1000-0635,ISRO-TEST-UPLOAD-1000,11,9.131,9.05,2.564,2.613,1.298,1.2906
CMP-1000-0636,ISRO-TEST-UPLOAD-1000,18,11.675,11.982,2.54,2.6,1.1958,1.1951
CMP-1000-0637,ISRO-TEST-UPLOAD-1000,15,42.235,43.547,7.226,8.026,1.4782,1.5282
CMP-1000-0638,ISRO-TEST-UPLOAD-1000,12,12.359,12.652,2.561,2.608,1.2586,1.2641
CMP-1000-0639,ISRO-TEST-UPLOAD-1000,9,59.39,68.215,31.851,34.851,3.0323,3.2323
CMP-1000-0640,ISRO-TEST-UPLOAD-1000,10,11.505,11.517,1.973,2.003,1.1171,1.1217
CMP-1000-0641,ISRO-TEST-UPLOAD-1000,12,10.444,10.651,2.552,2.605,1.1854,1.1889
CMP-1000-0642,ISRO-TEST-UPLOAD-1000,17,9.634,9.75,2.433,2.484,1.247,1.2483
CMP-1000-0643,ISRO-TEST-UPLOAD-1000,6,9.215,9.675,2.595,2.627,1.2898,1.2832
CMP-1000-0644,ISRO-TEST-UPLOAD-1000,7,9.832,10.012,2.292,2.321,1.2099,1.2037
CMP-1000-0645,ISRO-TEST-UPLOAD-1000,14,10.653,10.714,2.238,2.3,1.3043,1.3012
CMP-1000-0646,ISRO-TEST-UPLOAD-1000,13,46.191,47.828,9.379,10.179,1.546,1.596
CMP-1000-0647,ISRO-TEST-UPLOAD-1000,8,10.178,10.253,3.194,3.235,1.2768,1.2858
CMP-1000-0648,ISRO-TEST-UPLOAD-1000,10,9.635,9.722,2.755,2.757,1.3468,1.3453
CMP-1000-0649,ISRO-TEST-UPLOAD-1000,9,10.567,10.86,2.61,2.647,1.1854,1.1892
CMP-1000-0650,ISRO-TEST-UPLOAD-1000,18,12.182,12.328,2.386,2.381,1.1266,1.1218
CMP-1000-0651,ISRO-TEST-UPLOAD-1000,2,9.053,9.317,2.02,2.045,1.2252,1.2281
CMP-1000-0652,ISRO-TEST-UPLOAD-1000,5,9.737,9.973,2.083,2.146,1.1226,1.128
CMP-1000-0653,ISRO-TEST-UPLOAD-1000,5,11.293,11.55,2.835,2.924,1.1698,1.1714
CMP-1000-0654,ISRO-TEST-UPLOAD-1000,6,10.281,10.406,2.697,2.695,1.3904,1.3894
CMP-1000-0655,ISRO-TEST-UPLOAD-1000,19,12.501,12.84,2.51,2.525,1.1297,1.1251
CMP-1000-0656,ISRO-TEST-UPLOAD-1000,8,9.51,9.635,2.867,2.887,1.1253,1.1295
CMP-1000-0657,ISRO-TEST-UPLOAD-1000,16,10.966,11.085,2.98,2.989,1.1462,1.1438
CMP-1000-0658,ISRO-TEST-UPLOAD-1000,13,10.778,10.999,2.544,2.622,1.3423,1.3432
CMP-1000-0659,ISRO-TEST-UPLOAD-1000,1,9.21,9.566,2.145,2.219,1.2063,1.2122
CMP-1000-0660,ISRO-TEST-UPLOAD-1000,22,11.407,11.46,2.452,2.503,1.1692,1.1716
CMP-1000-0661,ISRO-TEST-UPLOAD-1000,20,10.75,18.015,2.321,2.721,1.1837,1.2637
CMP-1000-0662,ISRO-TEST-UPLOAD-1000,17,12.358,12.553,3.074,3.095,1.0602,1.0576
CMP-1000-0663,ISRO-TEST-UPLOAD-1000,7,10.371,10.586,2.897,2.911,1.1946,1.196
CMP-1000-0664,ISRO-TEST-UPLOAD-1000,25,12.721,12.827,2.444,2.484,1.2578,1.2617
CMP-1000-0665,ISRO-TEST-UPLOAD-1000,13,10.868,11.174,2.21,2.27,1.1461,1.1451
CMP-1000-0666,ISRO-TEST-UPLOAD-1000,4,9.364,9.65,2.663,2.698,1.2564,1.2577
CMP-1000-0667,ISRO-TEST-UPLOAD-1000,4,9.002,9.196,2.036,2.027,1.1443,1.1476
CMP-1000-0668,ISRO-TEST-UPLOAD-1000,6,10.851,11.055,2.301,2.257,1.2397,1.2425
CMP-1000-0669,ISRO-TEST-UPLOAD-1000,19,10.869,11.203,2.73,2.784,1.2389,1.2445
CMP-1000-0670,ISRO-TEST-UPLOAD-1000,12,10.883,11.364,2.566,2.601,1.138,1.141
CMP-1000-0671,ISRO-TEST-UPLOAD-1000,22,12.252,12.5,2.803,2.871,1.2208,1.2266
CMP-1000-0672,ISRO-TEST-UPLOAD-1000,7,9.563,9.771,2.787,2.836,1.2737,1.2711
CMP-1000-0673,ISRO-TEST-UPLOAD-1000,10,9.899,10.084,2.687,2.745,1.2942,1.293
CMP-1000-0674,ISRO-TEST-UPLOAD-1000,19,11.499,11.664,2.398,2.463,1.2474,1.2475
CMP-1000-0675,ISRO-TEST-UPLOAD-1000,7,11.374,11.353,1.732,1.784,1.3067,1.3088
CMP-1000-0676,ISRO-TEST-UPLOAD-1000,3,9.412,9.741,2.76,2.794,1.2886,1.2945
CMP-1000-0677,ISRO-TEST-UPLOAD-1000,13,9.021,9.193,1.716,1.761,1.1588,1.1593
CMP-1000-0678,ISRO-TEST-UPLOAD-1000,13,8.799,9.096,2.836,2.951,1.1429,1.149
CMP-1000-0679,ISRO-TEST-UPLOAD-1000,18,10.677,10.895,2.25,2.301,1.1291,1.132
CMP-1000-0680,ISRO-TEST-UPLOAD-1000,20,11.98,12.069,2.836,2.896,1.1238,1.1379
CMP-1000-0681,ISRO-TEST-UPLOAD-1000,8,9.746,9.928,3.053,3.08,1.3054,1.303
CMP-1000-0682,ISRO-TEST-UPLOAD-1000,9,9.526,9.561,2.38,2.422,1.2377,1.2385
CMP-1000-0683,ISRO-TEST-UPLOAD-1000,7,11.318,11.679,2.559,2.617,1.2181,1.2242
CMP-1000-0684,ISRO-TEST-UPLOAD-1000,1,9.636,9.972,2.476,2.524,1.276,1.2854
CMP-1000-0685,ISRO-TEST-UPLOAD-1000,3,36.742,38.554,9.609,10.409,1.5632,1.6132
CMP-1000-0686,ISRO-TEST-UPLOAD-1000,13,10.979,11.168,2.937,2.951,1.2103,1.2105
CMP-1000-0687,ISRO-TEST-UPLOAD-1000,25,41.356,43.358,7.402,8.202,1.656,1.706
CMP-1000-0688,ISRO-TEST-UPLOAD-1000,17,11.898,12.13,2.293,2.371,1.1383,1.1385
CMP-1000-0689,ISRO-TEST-UPLOAD-1000,25,11.568,11.807,2.653,2.676,0.9961,1.0058
CMP-1000-0690,ISRO-TEST-UPLOAD-1000,24,9.542,9.827,2.354,2.384,1.2662,1.2783
CMP-1000-0691,ISRO-TEST-UPLOAD-1000,1,9.937,10.12,2.277,2.329,1.2677,1.2629
CMP-1000-0692,ISRO-TEST-UPLOAD-1000,6,12.281,12.456,2.301,2.314,1.2617,1.2708
CMP-1000-0693,ISRO-TEST-UPLOAD-1000,21,10.56,10.825,2.221,2.271,1.0762,1.074
CMP-1000-0694,ISRO-TEST-UPLOAD-1000,6,10.511,10.653,2.237,2.297,1.3205,1.3213
CMP-1000-0695,ISRO-TEST-UPLOAD-1000,12,12.254,12.584,2.531,2.513,1.2231,1.2166
CMP-1000-0696,ISRO-TEST-UPLOAD-1000,13,8.566,8.821,2.104,2.1,1.3106,1.3144
CMP-1000-0697,ISRO-TEST-UPLOAD-1000,13,10.572,10.847,2.861,2.865,1.0948,1.1078
CMP-1000-0698,ISRO-TEST-UPLOAD-1000,15,11.343,11.522,3.076,3.091,1.1224,1.1227
CMP-1000-0699,ISRO-TEST-UPLOAD-1000,21,36.346,38.253,7.64,8.44,1.5101,1.5601
CMP-1000-0700,ISRO-TEST-UPLOAD-1000,16,10.583,10.736,2.584,2.596,1.1478,1.1438
CMP-1000-0701,ISRO-TEST-UPLOAD-1000,22,11.195,11.38,2.106,2.175,1.254,1.2559
CMP-1000-0702,ISRO-TEST-UPLOAD-1000,21,12.805,20.032,2.143,2.543,1.2491,1.3291
CMP-1000-0703,ISRO-TEST-UPLOAD-1000,11,42.56,44.894,7.787,8.587,1.6556,1.7056
CMP-1000-0704,ISRO-TEST-UPLOAD-1000,5,7.161,7.237,2.453,2.477,1.11,1.1074
CMP-1000-0705,ISRO-TEST-UPLOAD-1000,4,10.171,10.492,2.462,2.547,1.2714,1.2736
CMP-1000-0706,ISRO-TEST-UPLOAD-1000,3,11.986,12.285,2.263,2.305,1.278,1.2825
CMP-1000-0707,ISRO-TEST-UPLOAD-1000,19,10.824,11.144,2.94,2.938,1.1724,1.1803
CMP-1000-0708,ISRO-TEST-UPLOAD-1000,20,11.452,11.654,2.732,2.777,1.1709,1.1726
CMP-1000-0709,ISRO-TEST-UPLOAD-1000,25,10.918,11.093,2.215,2.314,1.3246,1.3166
CMP-1000-0710,ISRO-TEST-UPLOAD-1000,18,12.843,13.101,2.719,2.782,1.0678,1.0713
CMP-1000-0711,ISRO-TEST-UPLOAD-1000,15,11.284,11.332,2.015,2.04,1.3511,1.3453
CMP-1000-0712,ISRO-TEST-UPLOAD-1000,9,9.266,9.312,2.23,2.301,1.2026,1.2014
CMP-1000-0713,ISRO-TEST-UPLOAD-1000,17,13.589,13.934,2.145,2.215,1.2232,1.2176
CMP-1000-0714,ISRO-TEST-UPLOAD-1000,14,10.386,10.648,2.976,2.969,1.1501,1.1481
CMP-1000-0715,ISRO-TEST-UPLOAD-1000,15,10.617,10.867,2.491,2.472,1.1651,1.1673
CMP-1000-0716,ISRO-TEST-UPLOAD-1000,1,9.783,10.067,2.651,2.717,1.2905,1.2928
CMP-1000-0717,ISRO-TEST-UPLOAD-1000,21,10.761,10.812,2.453,2.512,1.0641,1.0552
CMP-1000-0718,ISRO-TEST-UPLOAD-1000,22,10.29,10.576,2.155,2.194,1.1902,1.1954
CMP-1000-0719,ISRO-TEST-UPLOAD-1000,22,10.335,10.662,1.999,2.062,1.1494,1.1529
CMP-1000-0720,ISRO-TEST-UPLOAD-1000,3,8.683,9.026,1.971,2.023,1.2873,1.2884
CMP-1000-0721,ISRO-TEST-UPLOAD-1000,16,9.939,10.111,2.424,2.463,1.1301,1.1412
CMP-1000-0722,ISRO-TEST-UPLOAD-1000,23,8.452,8.612,2.43,2.484,1.2183,1.2304
CMP-1000-0723,ISRO-TEST-UPLOAD-1000,25,10.93,11.343,2.215,2.275,1.392,1.3951
CMP-1000-0724,ISRO-TEST-UPLOAD-1000,11,10.969,11.454,2.694,2.726,1.2714,1.2737
CMP-1000-0725,ISRO-TEST-UPLOAD-1000,12,8.736,8.889,2.644,2.701,1.2273,1.2273
CMP-1000-0726,ISRO-TEST-UPLOAD-1000,10,10.704,10.962,2.557,2.585,1.2008,1.2025
CMP-1000-0727,ISRO-TEST-UPLOAD-1000,16,11.34,11.764,2.097,2.116,1.0348,1.031
CMP-1000-0728,ISRO-TEST-UPLOAD-1000,8,59.062,66.794,26.638,29.638,3.5739,3.7739
CMP-1000-0729,ISRO-TEST-UPLOAD-1000,6,11.015,11.015,2.4,2.443,1.1593,1.1599
CMP-1000-0730,ISRO-TEST-UPLOAD-1000,12,10.009,10.192,1.996,2.009,1.1317,1.1418
CMP-1000-0731,ISRO-TEST-UPLOAD-1000,24,64.914,71.391,33.686,36.686,3.3982,3.5982
CMP-1000-0732,ISRO-TEST-UPLOAD-1000,21,11.117,11.494,2.364,2.399,1.1475,1.1514
CMP-1000-0733,ISRO-TEST-UPLOAD-1000,8,63.99,71.832,24.234,27.234,2.9873,3.1873
