Component_ID,Lot_ID,Wafer_ID,Stress_Temp_C,Defect_Type,Ground_Truth_Failure,Iddq_0h,Iddq_24h,Iddq_96h,Iddq_168h,Ileak_0h,Ileak_24h,Ileak_96h,Ileak_168h,PropDelay_0h,PropDelay_24h,PropDelay_96h,PropDelay_168h
CMP-883-4241,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,13.102,13.26,13.816,14.091,2.458,2.478,2.543,2.656,1.1245,1.123,1.1457,1.1639
CMP-883-4242,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,13.165,13.371,13.789,14.036,2.4,2.35,2.492,2.479,1.2407,1.2368,1.2486,1.2776
CMP-883-4243,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,11.699,12.043,12.448,12.458,2.327,2.381,2.409,2.48,1.186,1.186,1.1914,1.219
CMP-883-4244,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,9.766,10.042,10.252,10.156,2.864,2.929,2.928,3.065,1.0309,1.0284,1.0455,1.051
CMP-883-4245,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,GROSS_OUTLIER,1,75.301,82.828,90.91,119.667,19.273,22.273,27.273,35.273,3.8583,4.0583,4.4583,5.0583
CMP-883-4246,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.969,11.189,11.775,11.602,2.691,2.75,2.683,2.76,1.2454,1.246,1.2509,1.2808
CMP-883-4247,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,10.805,11.148,11.415,11.594,2.145,2.155,2.251,2.278,1.105,1.1103,1.1138,1.1333
CMP-883-4248,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,10.012,10.393,10.498,10.696,2.008,2.088,2.081,2.077,1.1254,1.1257,1.1573,1.1672
CMP-883-4249,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,10.569,10.7,11.19,11.452,2.55,2.615,2.632,2.689,1.102,1.1053,1.1124,1.1416
CMP-883-4250,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,LATENT_DRIFT,1,13.303,19.869,49.526,92.706,2.722,3.122,5.222,11.722,1.2314,1.3114,1.5614,2.1114
CMP-883-4251,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,12.078,12.448,12.705,13.017,2.068,2.149,2.156,2.164,1.2681,1.271,1.277,1.283
CMP-883-4252,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.195,11.611,12.069,12.018,2.769,2.853,2.806,2.815,1.2218,1.2224,1.2261,1.2541
CMP-883-4253,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,LATENT_DRIFT,1,11.254,19.065,54.733,106.902,2.608,3.008,5.108,11.608,1.2588,1.3388,1.5888,2.1388
CMP-883-4254,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,LATENT_PAT_OUTLIER,1,41.962,44.039,46.455,48.973,7.015,7.815,9.015,10.815,1.4818,1.5318,1.6118,1.7318
CMP-883-4255,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,HEALTHY,0,10.567,10.547,11.346,11.522,2.684,2.75,2.767,2.792,1.1687,1.1652,1.1745,1.2072
CMP-883-4256,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,GROSS_OUTLIER,1,64.491,72.614,89.439,113.888,21.547,24.547,29.547,37.547,3.5718,3.7718,4.1718,4.7718
CMP-883-4257,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,8.713,9.156,9.088,9.444,2.565,2.54,2.599,2.693,1.2151,1.2145,1.2262,1.2501
CMP-883-4258,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,13.831,13.893,14.062,14.403,2.393,2.435,2.398,2.487,1.2767,1.2809,1.2867,1.2989
CMP-883-4259,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,9.726,9.794,10.049,10.187,2.528,2.517,2.617,2.636,1.1523,1.1527,1.1477,1.1813
CMP-883-4260,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,9.762,10.099,10.339,10.4,2.02,2.051,2.097,2.132,1.214,1.2206,1.2359,1.2348
CMP-883-4261,ISRO-FLIGHT-QUAL-LOT-883,1,125.0,HEALTHY,0,10.233,10.412,10.373,10.426,2.531,2.568,2.624,2.579,1.0539,1.0555,1.0781,1.0908
CMP-883-4262,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,10.638,10.844,11.197,11.455,2.903,2.962,3.017,2.99,1.1645,1.1624,1.1704,1.1943
CMP-883-4263,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.99,11.166,11.457,11.92,2.333,2.375,2.392,2.425,1.2119,1.2038,1.232,1.2296
CMP-883-4264,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.711,10.779,10.91,10.75,2.786,2.852,2.856,2.893,1.1715,1.1738,1.1834,1.1922
CMP-883-4265,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,11.376,11.647,11.948,12.219,2.703,2.755,2.817,2.775,1.2499,1.2474,1.2673,1.2876
CMP-883-4266,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,10.071,10.385,10.341,10.513,2.868,2.888,2.906,2.942,1.1836,1.1812,1.2028,1.218
CMP-883-4267,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,9.63,10.033,10.477,10.383,2.513,2.524,2.537,2.639,1.2001,1.1998,1.2092,1.2407
CMP-883-4268,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,9.551,10.001,10.45,10.25,1.94,1.979,2.01,2.048,1.2723,1.2678,1.2779,1.3019
CMP-883-4269,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,9.959,10.094,10.395,10.382,3.103,3.171,3.267,3.168,1.3154,1.3084,1.3193,1.3593
CMP-883-4270,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,11.522,11.689,12.164,11.779,2.809,2.874,2.882,2.892,1.2815,1.2798,1.2915,1.3044
CMP-883-4271,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,12.202,12.613,13.126,13.137,2.421,2.449,2.542,2.475,1.3613,1.3665,1.3653,1.3865
CMP-883-4272,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,10.489,10.521,10.937,10.689,2.064,2.086,2.135,2.2,1.1844,1.1885,1.2045,1.2148
CMP-883-4273,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,9.396,9.631,9.876,9.703,2.866,2.865,2.928,2.945,1.079,1.0858,1.1032,1.0977
CMP-883-4274,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,11.223,11.555,11.666,11.94,2.673,2.681,2.694,2.796,1.2418,1.2446,1.2489,1.2717
CMP-883-4275,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,10.53,10.78,11.115,11.153,2.113,2.127,2.173,2.221,1.1752,1.1699,1.1884,1.2056
CMP-883-4276,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,11.162,11.402,11.535,12.381,2.187,2.205,2.208,2.257,1.162,1.1635,1.1816,1.1916
CMP-883-4277,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,11.552,11.803,11.723,12.082,3.235,3.285,3.298,3.335,1.3334,1.3356,1.351,1.3537
CMP-883-4278,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,10.66,10.808,11.049,10.942,2.027,2.044,2.17,2.121,1.1583,1.1622,1.1859,1.1867
CMP-883-4279,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,9.689,9.947,10.181,9.944,2.512,2.533,2.559,2.644,1.2941,1.3007,1.2942,1.3276
CMP-883-4280,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,9.895,10.262,10.463,10.563,2.329,2.362,2.379,2.418,1.2076,1.2069,1.2236,1.2446
CMP-883-4281,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,10.715,11.15,11.423,11.71,2.025,2.083,2.139,2.064,1.2024,1.2063,1.2116,1.2384
CMP-883-4282,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,8.857,9.322,8.952,9.543,2.21,2.247,2.29,2.305,1.1686,1.1637,1.1694,1.2202
CMP-883-4283,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,11.342,11.746,11.918,11.939,2.87,2.941,2.94,2.962,1.26,1.2694,1.2721,1.2767
CMP-883-4284,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,LATENT_DRIFT,1,11.781,19.948,57.011,111.298,2.847,3.247,5.347,11.847,1.154,1.234,1.484,2.034
CMP-883-4285,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,11.124,11.552,11.971,11.859,2.721,2.763,2.748,2.819,1.1633,1.1602,1.1805,1.2026
CMP-883-4286,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,10.333,10.555,11.056,10.966,2.431,2.471,2.546,2.614,1.2119,1.2113,1.215,1.2499
CMP-883-4287,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,LATENT_PAT_OUTLIER,1,45.578,47.759,51.025,54.38,5.938,6.738,7.938,9.738,1.6785,1.7285,1.8085,1.9285
CMP-883-4288,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,11.218,11.325,11.429,11.726,2.221,2.257,2.213,2.347,1.268,1.2665,1.2949,1.3005
CMP-883-4289,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,12.554,12.632,12.982,13.225,2.567,2.621,2.674,2.677,1.1968,1.2005,1.2153,1.2056
CMP-883-4290,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,9.527,9.98,10.065,10.305,1.919,2.0,2.037,1.998,1.2782,1.2696,1.2831,1.2846
CMP-883-4291,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,HEALTHY,0,9.891,10.253,10.135,10.56,2.618,2.652,2.808,2.727,1.1593,1.1664,1.1537,1.1731
CMP-883-4292,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,12.897,13.23,13.718,13.917,2.401,2.483,2.52,2.525,1.1603,1.1583,1.1799,1.1888
CMP-883-4293,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,11.72,11.659,12.393,11.945,2.78,2.828,2.937,2.901,0.973,0.9763,0.9824,0.9963
CMP-883-4294,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,11.348,11.399,11.532,11.535,2.367,2.419,2.467,2.43,1.1589,1.1605,1.1629,1.1744
CMP-883-4295,ISRO-FLIGHT-QUAL-LOT-883,1,125.0,HEALTHY,0,9.56,9.817,10.222,10.354,2.402,2.391,2.47,2.495,1.2313,1.2385,1.2425,1.2449
CMP-883-4296,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,8.127,8.47,9.076,9.255,2.568,2.577,2.68,2.62,1.0631,1.0575,1.061,1.0905
CMP-883-4297,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,11.403,11.856,12.071,12.071,2.678,2.707,2.8,2.759,1.1604,1.1652,1.163,1.1915
CMP-883-4298,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,11.033,11.199,11.289,11.442,2.804,2.804,2.923,2.928,1.1515,1.1552,1.1628,1.1772
CMP-883-4299,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,12.808,12.874,12.99,12.953,2.858,2.882,2.962,2.92,1.1937,1.1957,1.1892,1.217
CMP-883-4300,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.598,10.66,11.345,11.353,2.725,2.755,2.819,2.782,1.2185,1.2146,1.2384,1.2571
CMP-883-4301,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,11.961,12.226,12.363,12.335,2.864,2.891,2.92,2.926,1.186,1.1842,1.1938,1.2286
CMP-883-4302,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,11.465,11.486,11.697,11.369,2.106,2.087,2.21,2.127,1.1948,1.1942,1.2135,1.2384
CMP-883-4303,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,11.565,11.678,11.984,12.469,1.816,1.821,1.937,1.955,1.1403,1.1373,1.1626,1.1618
CMP-883-4304,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.646,10.874,11.157,11.175,2.337,2.396,2.468,2.408,1.2885,1.2821,1.3012,1.3144
CMP-883-4305,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,9.805,10.231,10.408,10.443,2.23,2.313,2.399,2.36,1.3265,1.3255,1.3432,1.3475
CMP-883-4306,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,10.079,10.153,10.568,10.671,3.034,3.041,3.109,3.257,1.2067,1.2079,1.21,1.2316
CMP-883-4307,ISRO-FLIGHT-QUAL-LOT-883,1,125.0,HEALTHY,0,9.592,9.88,10.374,10.226,2.924,3.002,2.962,2.963,1.0061,1.0042,1.013,1.013
CMP-883-4308,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,9.652,9.853,9.968,10.074,2.734,2.768,2.866,2.767,1.2725,1.2645,1.29,1.2969
CMP-883-4309,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,11.986,12.198,12.335,12.764,2.963,3.014,3.045,3.116,1.1554,1.164,1.1694,1.1813
CMP-883-4310,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,9.752,9.892,9.949,10.005,2.456,2.499,2.555,2.527,1.1346,1.1355,1.1411,1.1461
CMP-883-4311,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,11.286,11.5,11.595,11.515,2.531,2.564,2.653,2.659,1.3592,1.3527,1.3739,1.3957
CMP-883-4312,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,12.592,12.996,13.511,13.753,2.454,2.49,2.548,2.524,1.2206,1.2268,1.2265,1.2518
CMP-883-4313,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,LATENT_PAT_OUTLIER,1,38.46,40.503,43.339,45.397,7.454,8.254,9.454,11.254,1.7019,1.7519,1.8319,1.9519
CMP-883-4314,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,12.003,12.262,12.653,12.54,2.473,2.506,2.519,2.523,1.3439,1.3447,1.3604,1.3748
CMP-883-4315,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.481,11.821,11.873,11.78,2.492,2.521,2.496,2.501,1.2106,1.2168,1.2229,1.2464
CMP-883-4316,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,11.664,12.048,12.338,12.538,2.437,2.416,2.568,2.556,1.1293,1.1275,1.133,1.1505
CMP-883-4317,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,9.056,9.302,9.453,9.424,2.34,2.361,2.453,2.491,1.1586,1.1682,1.1563,1.1902
CMP-883-4318,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,LATENT_PAT_OUTLIER,1,38.584,40.953,42.672,44.975,7.567,8.367,9.567,11.367,1.6697,1.7197,1.7997,1.9197
CMP-883-4319,ISRO-FLIGHT-QUAL-LOT-883,10,125.0,LATENT_PAT_OUTLIER,1,37.836,40.172,42.177,46.301,6.606,7.406,8.606,10.406,1.4917,1.5417,1.6217,1.7417
CMP-883-4320,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,12.02,12.196,12.381,12.657,2.771,2.798,2.79,2.866,1.1644,1.1587,1.1874,1.19
CMP-883-4321,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,10.45,10.708,10.916,10.919,2.359,2.386,2.418,2.432,1.0761,1.0793,1.0923,1.0966
CMP-883-4322,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,9.492,9.603,9.74,10.151,2.54,2.577,2.658,2.638,1.2602,1.2566,1.2763,1.2954
CMP-883-4323,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,11.123,11.435,12.213,12.281,1.963,1.985,2.04,2.047,1.2834,1.2909,1.2932,1.3086
CMP-883-4324,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,11.058,11.376,11.908,12.141,2.282,2.338,2.36,2.414,1.1621,1.1647,1.1695,1.1977
CMP-883-4325,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,LATENT_PAT_OUTLIER,1,42.606,44.263,45.969,48.148,10.224,11.024,12.224,14.024,1.532,1.582,1.662,1.782
CMP-883-4326,ISRO-FLIGHT-QUAL-LOT-883,10,125.0,HEALTHY,0,10.706,10.896,11.006,11.422,2.125,2.156,2.188,2.274,1.2466,1.2449,1.2646,1.2831
CMP-883-4327,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.93,12.159,12.514,13.231,2.73,2.744,2.835,2.748,1.1699,1.1676,1.168,1.1945
CMP-883-4328,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,LATENT_PAT_OUTLIER,1,39.304,40.439,42.785,45.96,9.235,10.035,11.235,13.035,1.644,1.694,1.774,1.894
CMP-883-4329,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,10.589,10.761,11.023,11.436,2.252,2.32,2.385,2.326,1.2793,1.2748,1.2897,1.299
CMP-883-4330,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,11.376,11.619,12.0,11.995,2.23,2.26,2.323,2.293,1.3983,1.3901,1.4003,1.4269
CMP-883-4331,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.014,11.305,11.654,11.685,2.981,3.002,3.147,3.083,1.1795,1.1851,1.18,1.2106
CMP-883-4332,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,8.544,8.718,8.744,9.378,2.282,2.308,2.363,2.413,1.1706,1.1836,1.1854,1.183
CMP-883-4333,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,10.42,10.71,11.348,11.184,2.584,2.557,2.65,2.693,1.2066,1.2059,1.2137,1.2457
CMP-883-4334,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,11.063,11.366,11.457,11.762,2.051,2.067,2.162,2.138,1.1684,1.1681,1.1841,1.1996
CMP-883-4335,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,11.754,12.086,12.378,12.601,2.769,2.774,2.832,2.862,1.1206,1.1174,1.1457,1.1655
CMP-883-4336,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,8.722,8.821,9.105,8.948,2.456,2.565,2.479,2.471,1.3379,1.3375,1.3576,1.3873
CMP-883-4337,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,8.598,8.749,8.745,8.626,2.654,2.662,2.727,2.772,1.2767,1.2799,1.2827,1.2955
CMP-883-4338,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,11.409,11.769,11.986,11.863,2.986,2.973,3.11,3.131,1.1308,1.1458,1.1557,1.1577
CMP-883-4339,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,12.446,12.492,12.812,12.843,2.754,2.746,2.885,2.806,1.226,1.2257,1.224,1.2686
CMP-883-4340,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,9.589,9.902,9.898,10.249,2.82,2.87,2.874,2.924,1.1748,1.1712,1.1848,1.1996
CMP-883-4341,ISRO-FLIGHT-QUAL-LOT-883,10,125.0,HEALTHY,0,10.17,10.429,10.574,10.372,2.383,2.419,2.449,2.459,1.1868,1.1914,1.1914,1.1984
CMP-883-4342,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,11.261,11.551,12.114,12.122,2.096,2.145,2.212,2.227,1.2561,1.2601,1.267,1.2787
CMP-883-4343,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,11.815,12.282,12.663,12.591,2.379,2.429,2.39,2.487,1.1516,1.1532,1.1595,1.1862
CMP-883-4344,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,11.389,11.534,11.561,11.39,2.75,2.73,2.81,2.892,1.0219,1.0314,1.0362,1.0531
CMP-883-4345,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,10.308,10.543,10.656,10.961,1.878,1.913,1.905,1.966,1.1281,1.1269,1.1432,1.1492
CMP-883-4346,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,9.553,9.772,10.198,9.977,2.212,2.258,2.242,2.285,1.3109,1.3134,1.3202,1.3403
CMP-883-4347,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,11.729,12.127,12.06,12.44,2.672,2.784,2.741,2.802,1.0728,1.0746,1.0882,1.103
CMP-883-4348,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,9.287,9.605,9.666,10.118,1.908,1.95,2.016,2.003,1.1765,1.1847,1.1862,1.1988
CMP-883-4349,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,LATENT_DRIFT,1,12.188,17.609,42.839,79.424,2.25,2.65,4.75,11.25,1.2053,1.2853,1.5353,2.0853
CMP-883-4350,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.579,10.855,11.233,11.1,2.44,2.437,2.519,2.572,1.1892,1.1848,1.1954,1.2227
CMP-883-4351,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,10.004,10.213,10.517,10.884,2.507,2.506,2.539,2.731,1.1989,1.2016,1.2147,1.247
CMP-883-4352,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,9.104,9.379,9.562,9.784,2.644,2.647,2.711,2.791,0.9488,0.9476,0.9723,0.9765
CMP-883-4353,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,11.253,11.429,12.011,12.04,2.089,2.094,2.224,2.19,1.2579,1.2635,1.2758,1.2976
CMP-883-4354,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,9.352,9.593,10.087,10.367,2.347,2.358,2.362,2.431,1.2791,1.2758,1.2802,1.3224
CMP-883-4355,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,9.973,10.057,10.278,10.762,2.031,2.095,2.051,2.124,1.3961,1.397,1.4089,1.4257
CMP-883-4356,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,12.257,12.289,12.753,13.212,1.929,2.005,2.067,2.119,1.2585,1.2594,1.2477,1.2738
CMP-883-4357,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,10.801,10.864,11.067,11.402,2.63,2.661,2.681,2.765,1.2119,1.2138,1.231,1.2487
CMP-883-4358,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,12.613,12.832,13.097,13.002,2.692,2.73,2.748,2.883,1.3287,1.3273,1.3334,1.3613
CMP-883-4359,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,10.564,10.654,11.15,11.183,1.97,1.942,2.025,2.102,1.1368,1.1428,1.1305,1.1876
CMP-883-4360,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,12.572,12.919,13.238,13.495,3.001,3.044,3.074,3.051,1.3485,1.3533,1.3502,1.3769
CMP-883-4361,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.814,11.148,11.559,11.17,2.465,2.528,2.492,2.669,1.0688,1.0759,1.0739,1.1082
CMP-883-4362,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,10.691,10.97,11.109,11.164,2.135,2.165,2.189,2.351,1.3682,1.3801,1.3778,1.406
CMP-883-4363,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.843,11.105,11.525,11.935,2.783,2.851,2.757,2.873,1.1835,1.1856,1.193,1.2234
CMP-883-4364,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,LATENT_PAT_OUTLIER,1,43.738,46.151,48.522,52.896,8.102,8.902,10.102,11.902,1.6611,1.7111,1.7911,1.9111
CMP-883-4365,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,11.439,11.77,12.076,11.902,2.54,2.551,2.582,2.693,1.1091,1.1208,1.133,1.1218
CMP-883-4366,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,9.151,9.314,9.9,10.031,2.347,2.431,2.394,2.429,1.3236,1.3266,1.3419,1.3281
CMP-883-4367,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,10.297,10.259,10.738,10.315,3.513,3.566,3.58,3.605,1.1829,1.1834,1.2026,1.2278
CMP-883-4368,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,8.68,9.069,8.944,9.185,2.753,2.755,2.857,2.846,1.1825,1.184,1.1978,1.2235
CMP-883-4369,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,9.944,10.179,10.37,10.362,2.186,2.204,2.28,2.269,1.0936,1.0945,1.1053,1.142
CMP-883-4370,ISRO-FLIGHT-QUAL-LOT-883,10,125.0,HEALTHY,0,12.358,12.646,13.012,13.639,2.718,2.733,2.748,2.863,1.2341,1.2293,1.2332,1.2755
CMP-883-4371,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.799,10.851,10.871,11.114,2.612,2.612,2.668,2.768,1.2865,1.2875,1.2838,1.3212
CMP-883-4372,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,12.276,12.319,12.49,12.945,2.641,2.724,2.698,2.699,1.3429,1.3392,1.3565,1.3602
CMP-883-4373,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,11.686,12.044,12.15,12.683,2.457,2.449,2.516,2.515,1.2446,1.242,1.2534,1.2651
CMP-883-4374,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,12.032,12.067,12.45,12.624,2.422,2.431,2.517,2.505,1.0741,1.0854,1.0755,1.0852
CMP-883-4375,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,11.737,12.025,11.973,12.326,2.274,2.332,2.343,2.252,1.2631,1.27,1.2775,1.2983
CMP-883-4376,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,LATENT_DRIFT,1,11.201,18.214,49.826,96.678,2.577,2.977,5.077,11.577,1.0821,1.1621,1.4121,1.9621
CMP-883-4377,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,11.378,11.656,11.759,11.87,2.554,2.601,2.635,2.653,1.133,1.1349,1.1405,1.1543
CMP-883-4378,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,9.233,9.49,9.981,9.86,2.52,2.574,2.526,2.464,1.1605,1.1539,1.1791,1.1932
CMP-883-4379,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,9.676,9.787,10.339,10.501,2.34,2.351,2.379,2.398,1.1767,1.1804,1.1787,1.2274
